match_id,ipl_season,team1,team2,toss_winner,toss_decision,match_won_by,win_type,win_margin,venue
1422120,2024,Delhi Capitals,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,4.0,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh"
1422121,2024,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,runs,4.0,"Eden Gardens, Kolkata"
1422122,2024,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,Rajasthan Royals,runs,20.0,"Sawai Mansingh Stadium, Jaipur"
1422123,2024,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Gujarat Titans,runs,6.0,"Narendra Modi Stadium, Ahmedabad"
1422124,2024,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,4.0,"M Chinnaswamy Stadium, Bengaluru"
1422125,2024,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Chennai Super Kings,runs,63.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1422126,2024,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,runs,31.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1422127,2024,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,12.0,"Sawai Mansingh Stadium, Jaipur"
1422128,2024,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,"M Chinnaswamy Stadium, Bengaluru"
1422129,2024,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,bat,Lucknow Super Giants,runs,21.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1422130,2024,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,bat,Gujarat Titans,wickets,7.0,"Narendra Modi Stadium, Ahmedabad"
1422131,2024,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Delhi Capitals,runs,20.0,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
1422132,2024,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,"Wankhede Stadium, Mumbai"
1422133,2024,Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Lucknow Super Giants,runs,28.0,"M Chinnaswamy Stadium, Bengaluru"
1422134,2024,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,106.0,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
1422135,2024,Gujarat Titans,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,3.0,"Narendra Modi Stadium, Ahmedabad"
1422136,2024,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,6.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1422137,2024,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,"Sawai Mansingh Stadium, Jaipur"
1422138,2024,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,29.0,"Wankhede Stadium, Mumbai"
1422139,2024,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,bat,Lucknow Super Giants,runs,33.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1426260,2024,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,7.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1426261,2024,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Sunrisers Hyderabad,runs,2.0,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh"
1426262,2024,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,3.0,"Sawai Mansingh Stadium, Jaipur"
1426263,2024,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,7.0,"Wankhede Stadium, Mumbai"
1426264,2024,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,Delhi Capitals,wickets,6.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1426265,2024,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh"
1426266,2024,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8.0,"Eden Gardens, Kolkata"
1426267,2024,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,runs,20.0,"Wankhede Stadium, Mumbai"
1426268,2024,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Sunrisers Hyderabad,runs,25.0,"M Chinnaswamy Stadium, Bengaluru"
1426269,2024,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,2.0,"Eden Gardens, Kolkata"
1426270,2024,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6.0,"Narendra Modi Stadium, Ahmedabad"
1426271,2024,Mumbai Indians,Punjab Kings,Punjab Kings,field,Mumbai Indians,runs,9.0,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh"
1426272,2024,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,8.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1426273,2024,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad,runs,67.0,"Arun Jaitley Stadium, Delhi"
1426274,2024,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Kolkata Knight Riders,runs,1.0,"Eden Gardens, Kolkata"
1426275,2024,Punjab Kings,Gujarat Titans,Punjab Kings,bat,Gujarat Titans,wickets,3.0,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh"
1426276,2024,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,wickets,9.0,"Sawai Mansingh Stadium, Jaipur"
1426277,2024,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,6.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1426278,2024,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,Delhi Capitals,runs,4.0,"Arun Jaitley Stadium, Delhi"
1426279,2024,Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,35.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1426280,2024,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,8.0,"Eden Gardens, Kolkata"
1426281,2024,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,runs,10.0,"Arun Jaitley Stadium, Delhi"
1426282,2024,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1426283,2024,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,9.0,"Narendra Modi Stadium, Ahmedabad"
1426284,2024,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,runs,78.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1426285,2024,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,wickets,7.0,"Eden Gardens, Kolkata"
1426286,2024,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,4.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1426287,2024,Chennai Super Kings,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,7.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1426288,2024,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,1.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1426289,2024,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,runs,24.0,"Wankhede Stadium, Mumbai"
1426290,2024,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,4.0,"M Chinnaswamy Stadium, Bengaluru"
1426291,2024,Chennai Super Kings,Punjab Kings,Punjab Kings,field,Chennai Super Kings,runs,28.0,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
1426292,2024,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,field,Kolkata Knight Riders,runs,98.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1426293,2024,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,7.0,"Wankhede Stadium, Mumbai"
1426294,2024,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals,runs,20.0,"Arun Jaitley Stadium, Delhi"
1426295,2024,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,Sunrisers Hyderabad,wickets,10.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1426296,2024,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,Royal Challengers Bengaluru,runs,60.0,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
1426297,2024,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,Gujarat Titans,runs,35.0,"Narendra Modi Stadium, Ahmedabad"
1426298,2024,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,runs,18.0,"Eden Gardens, Kolkata"
1426299,2024,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,wickets,5.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1426300,2024,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bengaluru,runs,47.0,"M Chinnaswamy Stadium, Bengaluru"
1426302,2024,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,Delhi Capitals,runs,19.0,"Arun Jaitley Stadium, Delhi"
1426303,2024,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Punjab Kings,wickets,5.0,"Barsapara Cricket Stadium, Guwahati"
1426305,2024,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,runs,18.0,"Wankhede Stadium, Mumbai"
1426306,2024,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bengaluru,runs,27.0,"M Chinnaswamy Stadium, Bengaluru"
1426307,2024,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,Sunrisers Hyderabad,wickets,4.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1426309,2024,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,8.0,"Narendra Modi Stadium, Ahmedabad"
1426310,2024,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,4.0,"Narendra Modi Stadium, Ahmedabad"
1426311,2024,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Sunrisers Hyderabad,runs,36.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1426312,2024,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,8.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1473438,2025,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,7.0,"Eden Gardens, Kolkata"
1473439,2025,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Sunrisers Hyderabad,runs,44.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1473440,2025,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1473441,2025,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,1.0,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
1473442,2025,Punjab Kings,Gujarat Titans,Gujarat Titans,field,Punjab Kings,runs,11.0,"Narendra Modi Stadium, Ahmedabad"
1473443,2025,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8.0,"Barsapara Cricket Stadium, Guwahati"
1473444,2025,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,5.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1473445,2025,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bengaluru,runs,50.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1473446,2025,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Gujarat Titans,runs,36.0,"Narendra Modi Stadium, Ahmedabad"
1473447,2025,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Delhi Capitals,wickets,7.0,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam"
1473448,2025,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Rajasthan Royals,runs,6.0,"Barsapara Cricket Stadium, Guwahati"
1473449,2025,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8.0,"Wankhede Stadium, Mumbai"
1473450,2025,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,8.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1473451,2025,Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,8.0,"M Chinnaswamy Stadium, Bengaluru"
1473452,2025,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,runs,80.0,"Eden Gardens, Kolkata"
1473453,2025,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,runs,12.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1473454,2025,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Delhi Capitals,runs,25.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1473455,2025,Rajasthan Royals,Punjab Kings,Punjab Kings,field,Rajasthan Royals,runs,50.0,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh"
1473456,2025,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,Lucknow Super Giants,runs,4.0,"Eden Gardens, Kolkata"
1473457,2025,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,7.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1473458,2025,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bengaluru,runs,12.0,"Wankhede Stadium, Mumbai"
1473459,2025,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,runs,18.0,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh"
1473460,2025,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,Gujarat Titans,runs,58.0,"Narendra Modi Stadium, Ahmedabad"
1473461,2025,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6.0,"M Chinnaswamy Stadium, Bengaluru"
1473462,2025,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1473463,2025,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,6.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1473464,2025,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,Sunrisers Hyderabad,wickets,8.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1473465,2025,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,9.0,"Sawai Mansingh Stadium, Jaipur"
1473466,2025,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,12.0,"Arun Jaitley Stadium, Delhi"
1473467,2025,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,5.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1473468,2025,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,Punjab Kings,runs,16.0,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh"
1473469,2025,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,,,,"Arun Jaitley Stadium, Delhi"
1473470,2025,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,4.0,"Wankhede Stadium, Mumbai"
1473471,2025,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,5.0,"M Chinnaswamy Stadium, Bengaluru"
1473472,2025,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,7.0,"Narendra Modi Stadium, Ahmedabad"
1473473,2025,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,bat,Lucknow Super Giants,runs,2.0,"Sawai Mansingh Stadium, Jaipur"
1473474,2025,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,7.0,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh"
1473475,2025,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,9.0,"Wankhede Stadium, Mumbai"
1473476,2025,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,field,Gujarat Titans,runs,39.0,"Eden Gardens, Kolkata"
1473477,2025,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,8.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1473478,2025,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,7.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1473479,2025,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,Royal Challengers Bengaluru,runs,11.0,"M Chinnaswamy Stadium, Bengaluru"
1473480,2025,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,5.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1473481,2025,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,,,,"Eden Gardens, Kolkata"
1473482,2025,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,Mumbai Indians,runs,54.0,"Wankhede Stadium, Mumbai"
1473483,2025,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,6.0,"Arun Jaitley Stadium, Delhi"
1473484,2025,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,8.0,"Sawai Mansingh Stadium, Jaipur"
1473485,2025,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Kolkata Knight Riders,runs,14.0,"Arun Jaitley Stadium, Delhi"
1473486,2025,Chennai Super Kings,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,4.0,"MA Chidambaram Stadium, Chepauk, Chennai"
1473487,2025,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,runs,100.0,"Sawai Mansingh Stadium, Jaipur"
1473488,2025,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Gujarat Titans,runs,38.0,"Narendra Modi Stadium, Ahmedabad"
1473489,2025,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bengaluru,runs,2.0,"M Chinnaswamy Stadium, Bengaluru"
1473490,2025,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,1.0,"Eden Gardens, Kolkata"
1473491,2025,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,field,Punjab Kings,runs,37.0,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
1473492,2025,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,,,,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
1473493,2025,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,3.0,"Wankhede Stadium, Mumbai"
1473494,2025,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,wickets,2.0,"Eden Gardens, Kolkata"
1473495,2025,Punjab Kings,Delhi Capitals,Punjab Kings,bat,,,,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
1473497,2025,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Punjab Kings,runs,10.0,"Sawai Mansingh Stadium, Jaipur"
1473498,2025,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,10.0,"Arun Jaitley Stadium, Delhi"
1473499,2025,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,6.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1473500,2025,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,"Arun Jaitley Stadium, Delhi"
1473501,2025,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,59.0,"Wankhede Stadium, Mumbai"
1473502,2025,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,field,Lucknow Super Giants,runs,33.0,"Narendra Modi Stadium, Ahmedabad"
1473503,2025,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Sunrisers Hyderabad,runs,42.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1473504,2025,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,Chennai Super Kings,runs,83.0,"Narendra Modi Stadium, Ahmedabad"
1473505,2025,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,110.0,"Arun Jaitley Stadium, Delhi"
1473506,2025,Mumbai Indians,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,7.0,"Sawai Mansingh Stadium, Jaipur"
1473507,2025,Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,6.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
1473508,2025,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,8.0,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh"
1473509,2025,Mumbai Indians,Gujarat Titans,Mumbai Indians,bat,Mumbai Indians,runs,20.0,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh"
1473510,2025,Mumbai Indians,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,5.0,"Narendra Modi Stadium, Ahmedabad"
1473511,2025,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,Royal Challengers Bengaluru,runs,6.0,"Narendra Modi Stadium, Ahmedabad"
1485779,2025,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6.0,"Sawai Mansingh Stadium, Jaipur"
